index,n,name,place_id,,
7206,"當地人,　四,　神,　湯,　大腸,",鎮傳四神湯,ChIJZ4beeWF2bjQRTKgbxd2bjRE,,
7208,"當地人,",伊莉的店 慶中街店,ChIJsYpfmIB2bjQR87GzAJ3HkhY,,
37372,"當地人,",西羅殿牛肉湯,ChIJoTun0PR2bjQRhyGcuZAEZnQ,,
18491,"當地人,",江川肉燥飯,ChIJI_R0smZ2bjQRIzI5k0tghek,,
33413,"當地人,",雙全紅茶,ChIJhwhoW2N2bjQRsQRMoD4STa4,,
40382,"當地人,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
14278,"當地人,",阿鳳浮水虱目魚羹,ChIJD5oR43p2bjQRyfKC3AVxGnM,,
15599,"當地人,",阿美飯店,ChIJc6JGFGJ2bjQRYxZBVvVHV_A,,
12157,"當地人,",永記虱目魚丸,ChIJaWl8c4h2bjQRtS2L4ueUMz8,,
7207,"當地人,",永樂燒肉飯,ChIJa3IWs2Z2bjQRx_Sgx3NInbI,,
7164,"當,　歸鴉,",阿娟咖哩飯鴨肉羹,ChIJgwzvG3t2bjQRdIXn2mEiwuQ,,
7163,"當,　歸,　味道,",客再來當歸鴨美食坊,ChIJO9OUbXh2bjQRrD1EGZgUmAo,,
7227,"獅子頭,　極品,",江川肉燥飯,ChIJI_R0smZ2bjQRIzI5k0tghek,,
23348,"獅子頭,　軟骨,",江川肉燥飯,ChIJI_R0smZ2bjQRIzI5k0tghek,,
17917,"獅子頭,　炸排,　味道,",江川肉燥飯,ChIJI_R0smZ2bjQRIzI5k0tghek,,
7228,"獅子頭,　肉燥飯,",江川肉燥飯,ChIJI_R0smZ2bjQRIzI5k0tghek,,
7226,"獅子頭,",江川肉燥飯,ChIJI_R0smZ2bjQRIzI5k0tghek,,
7229,"獅子頭,",江川肉燥飯,ChIJI_R0smZ2bjQRIzI5k0tghek,,
13707,"爺爺,　爸,　小孩,",再發號百年肉粽,ChIJVfASdWJ2bjQRvBZf3GL0HOE,,
26133,"爺爺,　味道,",萬川號餅舖,ChIJ5VuXVoh2bjQR1zv8Yvn8JBE,,
40256,"照片,　瘦肉,",福泰飯桌 第三代,ChIJ54Pf_2F2bjQRAMH-nhBgbAQ,,
7238,"照片,　價值,",庫肯花園餐廳,ChIJraKVcpN2bjQR5PWTIKGLq5Q,,
7241,"照片,　滷蛋,　海帶,　正方形,　便當盒,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
7240,"照片,　產品,　綠豆椪,",舊振南餅店 台南旗艦店,ChIJix0lDZZ2bjQRfRHCoWCQuz0,,
25041,"照片,　粉粿,　口味,　粉粿,",修安扁擔豆花 Xiu'an Douhua,ChIJ2UjvqGZ2bjQRRMnl0SQ7b8c,,
24726,"照片,　海帶,　豆干,　牛筋,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
3994,"照片,　疫情,　美食,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
7236,"照片,　豆花,　價位,　特色,　攤位,　洛神花,　豆花,　湯頭,",修安扁擔豆花 Xiu'an Douhua,ChIJ2UjvqGZ2bjQRRMnl0SQ7b8c,,
28975,"照片,　冷氣,　爐火,",鴨母寮市場炭火麵,ChIJAfc4gYx2bjQRed7GuromUNM,,
2399,"照片,　外皮,　湯,　麵包,　棺材板,　樂趣,",赤崁棺材板,ChIJ9X1wvmR2bjQRsqhUCAqPWhI,,
24684,"照片,",葉家小卷米粉,ChIJZ1Zt6WR2bjQRjVZEVRzkFoU,,
7237,"照片,",阿松割包,ChIJwcrlsWZ2bjQRuSR57DvjKOE,,
39289,"照片,",泰成水果店,ChIJQROa52Z2bjQRZhtrL1YtunU,,
40620,"照片,",牛肉の場牛肉湯,ChIJGWy9L2R2bjQRuyw7ptiW1Ac,,
40649,"照片,",金得春捲,ChIJCzZbxWZ2bjQR6CUWOMHz1hI,,
7239,"照片,",赤崁棺材板,ChIJ9X1wvmR2bjQRsqhUCAqPWhI,,
18274,"照片,",台南蔡虱目魚專賣店,ChIJ0Zhp2vl2bjQRlsmdmPlNoyg,,
7242,"煙霧蛋,",松稜.擔露駐在所,ChIJoWlHiRF2bjQR5UtD9gZnRGA,,
7243,"煙霧,",有點巷,ChIJCR8QAWV2bjQR2EvNUZI9ndc,,
37440,"煙薰,　味,",松稜.擔露駐在所,ChIJoWlHiRF2bjQR5UtD9gZnRGA,,
17066,"煙燻鴨,　沙拉,　松露,　燉飯,",The Sober Foodie 食上主義餐酒館,ChIJ7fftSIB2bjQRCmPLgSLUpgA,,
39690,"煙燻蛋,",松稜.擔露駐在所,ChIJoWlHiRF2bjQR5UtD9gZnRGA,,
30900,"煙燻味,　蹄膀,　麵包,",松稜.擔露駐在所,ChIJoWlHiRF2bjQR5UtD9gZnRGA,,
12983,"煙燻味,　衣服,　味道,　行程,",鴨母寮市場炭火麵,ChIJAfc4gYx2bjQRed7GuromUNM,,
24798,"煙燻味,",松稜.擔露駐在所,ChIJoWlHiRF2bjQR5UtD9gZnRGA,,
12038,"煙熏,　鴨翅,　味道,",松村煙燻滷味（台南市中西區成功路鴨母寮市場內）,ChIJQyGvhWF2bjQRmywagWBFOfg,,
19646,"煙草,　玩,　藝兒,　身體,　人,",慶中街郭家綠豆湯（總店）,ChIJqxbVh4B2bjQRvJhYPVGPY5A,,
33741,"煙味,",有點巷,ChIJCR8QAWV2bjQR2EvNUZI9ndc,,
7250,"煎餅,　雞蛋,　口味,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
10868,"煎餅,　機器,　麻佬,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
28740,"煎餅,　嘴巴,　甜味,　限制,　數量,　月,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7258,"煎餅,　碰餅,　缺點,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7269,"煎餅,　時候,　客人,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
1576,"煎餅,　招牌,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7267,"煎餅,　店家,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7264,"煎餅,　店面,　巷子,　機車,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7252,"煎餅,　店面,　人,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
10716,"煎餅,　味噌,　煎餅,　原味,　煎餅,　人,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7257,"煎餅,　味道,　人,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7259,"煎餅,　味道,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7932,"煎餅,　味道,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
8000,"煎餅,　味道,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7933,"煎餅,　味,　口味,　人,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
28090,"煎餅,　豆花,",無名豆花,ChIJBYKvs4p2bjQRtZsCmDWFg4g,,
17937,"煎餅,　伴手禮,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
13590,"煎餅,　行銷,　老闆,　百姓,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7934,"煎餅,　用料,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7251,"煎餅,　古早味,　感覺,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
12988,"煎餅,　古早味,　老人家,　小孩,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7262,"煎餅,　水,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
18816,"煎餅,　化學味,　味道,　人,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7270,"煎餅,　人,　原味,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
28746,"煎餅,　人,　口味,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7253,"煎餅,　人,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7265,"煎餅,　人,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
8168,"煎餅,　人,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
22393,"煎餅,　人,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
28741,"煎餅,　人,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
28745,"煎餅,　人,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
2193,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
6648,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7254,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7255,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7256,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7260,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7261,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7263,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7266,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7268,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7271,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
7272,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
8230,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
10840,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
13697,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
15141,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
17918,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
18809,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
28742,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
30409,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
31598,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
33551,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
36019,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
39152,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
39607,"煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
2199,"煎餃,　醬料,",大同包子店,ChIJs5jvwb5yBxQRHxar4M3Jkbo,,
7274,"煎餃,　餡料,　口味,",大同包子店,ChIJs5jvwb5yBxQRHxar4M3Jkbo,,
7275,"煎餃,　蔥油餅,",主恩之家刀削麵,ChIJndDa1nZ2bjQRanviTf6i6YM,,
7279,"煎餃,　蔥油餅,",主恩之家刀削麵,ChIJndDa1nZ2bjQRanviTf6i6YM,,
7276,"煎餃,　蛋餅,　價格,",大同包子店,ChIJs5jvwb5yBxQRHxar4M3Jkbo,,
7278,"煎餃,　店家,　醬汁,",大同包子店,ChIJs5jvwb5yBxQRHxar4M3Jkbo,,
24789,"煎餃,　咖啡,",大同包子店,ChIJs5jvwb5yBxQRHxar4M3Jkbo,,
7280,"煎餃,　肉,　肉,　內餡,",大同包子店,ChIJs5jvwb5yBxQRHxar4M3Jkbo,,
7286,"煎餃,　包子,　特色,",大同包子店,ChIJs5jvwb5yBxQRHxar4M3Jkbo,,
7273,"煎餃,",大同包子店,ChIJs5jvwb5yBxQRHxar4M3Jkbo,,
7277,"煎餃,",大同包子店,ChIJs5jvwb5yBxQRHxar4M3Jkbo,,
7281,"煎餃,",大同包子店,ChIJs5jvwb5yBxQRHxar4M3Jkbo,,
7282,"煎餃,",大同包子店,ChIJs5jvwb5yBxQRHxar4M3Jkbo,,
7283,"煎餃,",大同包子店,ChIJs5jvwb5yBxQRHxar4M3Jkbo,,
7284,"煎餃,",大同包子店,ChIJs5jvwb5yBxQRHxar4M3Jkbo,,
7285,"煎餃,",主恩之家刀削麵,ChIJndDa1nZ2bjQRanviTf6i6YM,,
24204,"煎魚腸,　人,　價位,　份量,",台南蔡虱目魚專賣店,ChIJ0Zhp2vl2bjQRlsmdmPlNoyg,,
27971,"煎蛋麵,　湯頭,",段純貞-台南小西門店,ChIJS9Bl9Xt2bjQRjkBitCjt7aA,,
7292,"煎蛋,",牛肉の場牛肉湯,ChIJGWy9L2R2bjQRuyw7ptiW1Ac,,
19519,"煎,　鴨蛋,　鴨蛋,　飯,",集品蝦仁飯,ChIJM-GE8np2bjQRsTnfVRNIlkY,,
1184,"煎,　鴨蛋,　蛋黃,　狀態,",矮仔成蝦仁飯,ChIJxS-IQnp2bjQRMNnOsP0ijkg,,
39100,"煎,　魚腸,　魚湯,",福生小食店,ChIJNbLHWHp2bjQRa8rrUkFUtCA,,
9462,"煉乳,　銀絲卷,",克林台包,ChIJG3mSXX12bjQR3fbtCNTeg3s,,
7298,"煉乳,　草莓,",泰成水果店,ChIJQROa52Z2bjQRZhtrL1YtunU,,
39004,"煉乳,",莊子土豆仁湯,ChIJGUYdUmR2bjQRDZnA3JwkISw,,
7299,"滑嫰,　羹湯,　味道,",鄭記碗粿,ChIJGUkDnoZ2bjQREyibbzY-k6c,,
7304,"滑蛋,　牛肉,",羊城小食店,ChIJcQEuM4Z2bjQR3YQ5ePhWtdk,,
7305,"滂沱大雨,　蒜味,　香腸,　心,",不老莊藥膳香腸,ChIJH9HPP9V1bjQRZzmz2vTZmmM,,
7306,"溼潤型,　炒飯,　口感,　蒜頭,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
7317,"溫體,　牛肉,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
27845,"溫體,　牛,　感覺,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
7309,"溫體,　牛,",康樂街牛肉湯,ChIJOwhpYmZ2bjQR9O1IbVc0X4s,,
27618,"溫度,　店家,　老闆,　老闆娘,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
7324,"溫度,　地方,　柳橙汁,　水果,　沙拉,　薄餅,　一絕,",伊莉的店 慶中街店,ChIJsYpfmIB2bjQR87GzAJ3HkhY,,
724,"溫度,　心,　咖啡,　咖啡,　地方,",甜在心咖啡館,ChIJxRCBpYx2bjQRC4PhjOObSjY,,
7331,"溫度,　口感,",沙淘宮菜粽,ChIJm2xFgWR2bjQR4oJPNAazMgI,,
19720,"溫度,",伊莉的店 慶中街店,ChIJsYpfmIB2bjQR87GzAJ3HkhY,,
20107,"溫,　微糖,　冰,",雙全紅茶,ChIJhwhoW2N2bjQRsQRMoD4STa4,,
7332,"溫,",雙全紅茶,ChIJhwhoW2N2bjQRsQRMoD4STa4,,
27507,"歲月,　零嘴,",寶來香餅鋪,ChIJCzYAH2R2bjQRjq52A890YLo,,
40142,"歲月,",無名豆花,ChIJBYKvs4p2bjQRtZsCmDWFg4g,,
20613,"概念,　口味,",松仔腳燒烤海產,ChIJe3BnW2N2bjQRzC9h8UVy-w4,,
39521,"概念,",莉莉水果店,ChIJXytwGH12bjQRA9lZo8M4uJs,,
2426,"概念,",阿輝炒鱔魚,ChIJr52tQGF2bjQR6s6o9VFFRsE,,
7342,"極品,",轉角餐廳 Corner Steak House,ChIJv6xjdJN2bjQRUfUU9J5G5uc,,
28280,"極品,",慶中街郭家綠豆湯（總店）,ChIJqxbVh4B2bjQRvJhYPVGPY5A,,
7341,"極品,",舞鶴燒烤舖,ChIJnyEl0Hp2bjQRPgevTBVYOgw,,
9353,"極品,",密密一鍋,ChIJM_R5F312bjQR83LXFnCUnfQ,,
31417,"極品,",順天冰棒,ChIJ9ZsWNoZ2bjQROY69eH1Bk_4,,
38886,"極品,",福榮小吃店,ChIJ5S4n8mR2bjQR3GOXOlZqtuA,,
10978,"楊桃蜜,　味道,　原汁,　原味,　影響,",劉家楊桃湯,ChIJyyroL492bjQRc6Dk53UzSB4,,
7348,"楊桃湯,　童年,　回憶,",劉家楊桃湯,ChIJyyroL492bjQRc6Dk53UzSB4,,
7347,"楊桃湯,",劉家楊桃湯,ChIJyyroL492bjQRc6Dk53UzSB4,,
7349,"楊桃湯,",劉家楊桃湯,ChIJyyroL492bjQRc6Dk53UzSB4,,
28405,"楊桃湯,",劉家楊桃湯,ChIJyyroL492bjQRc6Dk53UzSB4,,
36530,"楊桃湯,",劉家楊桃湯,ChIJyyroL492bjQRc6Dk53UzSB4,,
13269,"楊桃冰,",劉家楊桃湯,ChIJyyroL492bjQRc6Dk53UzSB4,,
14537,"楊桃汁,　楊桃,　氣泡,　水,　感覺,",劉家楊桃湯,ChIJyyroL492bjQRc6Dk53UzSB4,,
7352,"楊桃汁,　味道,",劉家楊桃湯,ChIJyyroL492bjQRc6Dk53UzSB4,,
17919,"楊桃汁,　白開水,",劉家楊桃湯,ChIJyyroL492bjQRc6Dk53UzSB4,,
16048,"楊桃汁,　古早味,",劉家楊桃湯,ChIJyyroL492bjQRc6Dk53UzSB4,,
7354,"楊桃汁,　口味,",劉家楊桃湯,ChIJyyroL492bjQRc6Dk53UzSB4,,
7353,"楊桃汁,",劉家楊桃湯,ChIJyyroL492bjQRc6Dk53UzSB4,,
12027,"楊桃汁,",劉家楊桃湯,ChIJyyroL492bjQRc6Dk53UzSB4,,
18851,"楊桃汁,",劉家楊桃湯,ChIJyyroL492bjQRc6Dk53UzSB4,,
39194,"楊桃,　印象,",劉家楊桃湯,ChIJyyroL492bjQRc6Dk53UzSB4,,
7351,"楊桃,　冰 ,",劉家楊桃湯,ChIJyyroL492bjQRc6Dk53UzSB4,,
7350,"楊桃,　冰 ,",萬川號餅舖,ChIJ5VuXVoh2bjQR1zv8Yvn8JBE,,
7346,"楊桃,　口味兒,",劉家楊桃湯,ChIJyyroL492bjQRc6Dk53UzSB4,,
3713,"椰漿,　蝦,　平價,",The Sober Foodie 食上主義餐酒館,ChIJ7fftSIB2bjQRCmPLgSLUpgA,,
40614,"椰香,　蝦,　義大利麵,　菜,",The Sober Foodie 食上主義餐酒館,ChIJ7fftSIB2bjQRCmPLgSLUpgA,,
11005,"椰香,　蝦,　義大利麵,　客家,　梅干菜,　肉,　燉飯,　蜂蜜,　南洋風,　豬里肌,　義式,　香,　洋菇,　炸魚排,",The Sober Foodie 食上主義餐酒館,ChIJ7fftSIB2bjQRCmPLgSLUpgA,,
11053,"椰子酥,　點心,",老店 甘本堂蛋糕烘焙坊,ChIJS3qmjGJ2bjQR8xdGp14CEhw,,
7356,"椰子,",Bark露天茶飲酒吧 台南海安店,ChIJjfqz12Z2bjQRPnpQFxy916g,,
7381,"會員,　折價券,",長春健康素食中華店,ChIJM15Eo7x2bjQRvV7mX3bbZyY,,
40205,"會長,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
27895,"會,　鳥,",莉莉水果店,ChIJXytwGH12bjQRA9lZo8M4uJs,,
8516,"會,",進福炒鱔魚專家,ChIJRaExHIZ2bjQRiuS7JaUHRSM,,
10591,"新歡,　滷肉,　豆干,",美勝珍蜜餞,ChIJzYz5w2R2bjQRcpBVsv1F0qM,,
10449,"新歡,　炸雞,　套餐,　肉質,　經驗,",井選日式定食,ChIJd0Ze84x2bjQR3CGp9ZvXxvY,,
7908,"新舊,　元素,　形象,　糕餅,　活動,　機會,",舊振南餅店 台南旗艦店,ChIJix0lDZZ2bjQRfRHCoWCQuz0,,
40697,"新鮮感,",泰成水果店,ChIJQROa52Z2bjQRZhtrL1YtunU,,
7432,"新鮮度,　方面,",毛丼 丼飯專門店,ChIJi1e38o92bjQRXiRzbi8D5QM,,
37811,"新線,",葉家小卷米粉,ChIJZ1Zt6WR2bjQRjVZEVRzkFoU,,
31590,"新聞,　報導,　口味,",克林台包,ChIJG3mSXX12bjQR3fbtCNTeg3s,,
20205,"新聞,　水板粥,",阿喬師水粄粥,ChIJY4D9DHt2bjQR70YptCxNEFQ,,
17538,"新聞,　分,　老闆,　小菜,　滷味,　材,　料,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
1091,"新聞,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
23103,"新品,　松露,　乾拌麵,　松露,　牛肉麵,",段純貞-台南小西門店,ChIJS9Bl9Xt2bjQRjkBitCjt7aA,,
7553,"新品,　手沖,　咖啡,　風味,",奇美咖啡館 成大門市,ChIJuUOHMpN2bjQRwF_WBUzhJrg,,
10431,"新品,",德記古早味汕頭豆花,ChIJByxtTmB2bjQRJUpip76-NGc,,
7565,"新竹人,　米糕,　米糕,",下大道蘭米糕,ChIJHc5pfnp2bjQRoKTHxprC0io,,
18823,"新台幣,　味道,",舊來發餅舖,ChIJmW92WGB2bjQRnWEQ2sZiZrQ,,
7569,"新天地,　年貨,　大街,",赤崁糖原糖概念館,ChIJwyuazWN2bjQRpQI55V2aL6U,,
33297,"新,　妝,",落成米糕,ChIJy3nZ-2F2bjQRAfpYzggB2k8,,
7571,"摃盤仔郎,　自助餐,",邱家小卷米粉,ChIJZ1Zt6WR2bjQRNzPYYyIaN5Q,,
39279,"感觸,",轉角餐廳 Corner Steak House,ChIJv6xjdJN2bjQRUfUU9J5G5uc,,
40596,"感覺,　餐點,",庫肯花園餐廳,ChIJraKVcpN2bjQR5PWTIKGLq5Q,,
30780,"感覺,　樂活團,　餐,　團員,　們,",德記古早味汕頭豆花,ChIJByxtTmB2bjQRJUpip76-NGc,,
37308,"感覺,　粽,",楊哥楊嫂肉粽店,ChIJIdXbroB2bjQRxUFoqAYg8ks,,
5241,"感覺,　照片,　地方,",泰成水果店,ChIJQROa52Z2bjQRZhtrL1YtunU,,
23953,"感覺,　菜單,　奶酒,　特調,　小菜,　沙拉,　表現,　主餐,　機會,　平底鞋,",The Sober Foodie 食上主義餐酒館,ChIJ7fftSIB2bjQRCmPLgSLUpgA,,
12028,"感覺,　湯,　時候,　手指,　湯,　意思,",上海華都小吃,ChIJjfU3wol2bjQRPibXeEsoO4M,,
18116,"感覺,　湯,　牛肉,",台南市牛家莊牛肉湯,ChIJyzmdBXp2bjQRh4Uf3dPllqM,,
13229,"感覺,　粉粿,　豆花,　豆子,　香味,",修安扁擔豆花 Xiu'an Douhua,ChIJ2UjvqGZ2bjQRRMnl0SQ7b8c,,
18817,"感覺,　封膜,　環保,",銀波食品店,ChIJOQZDJnt2bjQRvmeMoNVn12E,,
6628,"感覺,　東西,　種類,",饗食天堂 台南店,ChIJnaIg7Ht2bjQR55aGAM2EAu0,,
7643,"感覺,　店家,　餡料,",再發號百年肉粽,ChIJVfASdWJ2bjQRvBZf3GL0HOE,,
27851,"感覺,　店家,　味道,　在地人,　遊客,　店舖,",榮盛點心,ChIJGxuq1WR2bjQRMzh8ovxiqCk,,
7641,"感覺,　咖啡,",窄門咖啡館,ChIJq-hjV312bjQRc2uqPnxTEwg,,
24279,"感覺,　味道,",阿娟咖哩飯鴨肉羹,ChIJgwzvG3t2bjQRdIXn2mEiwuQ,,
3754,"感覺,　杏仁味,",阿卿杏仁茶,ChIJmRZM5Hp2bjQR32-o_mnWixs,,
27491,"感覺,　老闆,　牛肉,　筋,　老人,　小孩,",康樂街牛肉湯,ChIJOwhpYmZ2bjQR9O1IbVc0X4s,,
24616,"感覺,　米糕,　四神湯,",禧樂米糕,ChIJzxW0GX12bjQRHA543a9PTg0,,
7644,"感覺,　米糕,",禧樂米糕,ChIJzxW0GX12bjQRHA543a9PTg0,,
29730,"感覺,　地方,　巷,",松仔腳燒烤海產,ChIJe3BnW2N2bjQRzC9h8UVy-w4,,
12206,"感覺,　名氣,",修安扁擔豆花 Xiu'an Douhua,ChIJ2UjvqGZ2bjQRRMnl0SQ7b8c,,
13006,"感覺,　瓦斯爐,　麵,",鴨母寮市場炭火麵,ChIJAfc4gYx2bjQRed7GuromUNM,,
15225,"感覺,　古早味,　滋味,　台南人,　表現,",度小月原始店Du Hsiao Yueh Original Restaurant,ChIJwe_HQGN2bjQRq4DHLs6aj48,,
10785,"感覺,　火鍋,　招牌,　牛 ,　蔥爆,　牛肉,　牛腩飯,",永林綜合料理台南本店 Yonlin Restaurant,ChIJadLi8ul2bjQR3-NioCtRSBk,,
12117,"感覺,　小籠,　湯包,",上海好味道小籠湯包,ChIJo4N92ZV2bjQRrtZJZryosMs,,
2757,"感覺,　口味,　話,",落成米糕,ChIJy3nZ-2F2bjQRAfpYzggB2k8,,
23963,"感覺,",台南武廟肉圓,ChIJybqz1WN2bjQR8C1wbULqL5k,,
7613,"感覺,",莉莉水果店,ChIJXytwGH12bjQRA9lZo8M4uJs,,
17813,"感覺,",甜在心咖啡館,ChIJxRCBpYx2bjQRC4PhjOObSjY,,
7639,"感覺,",翰林茶館（台南文化店）,ChIJX-q0k5N2bjQRXIdbLlnzX5w,,
7329,"感覺,",森茂碗粿,ChIJXd7JIYR2bjQR402-7SPppjE,,
6644,"感覺,",福記肉圓總店,ChIJvUM2an12bjQRErjaF_ijiyg,,
29376,"感覺,",再發號百年肉粽,ChIJVfASdWJ2bjQRvBZf3GL0HOE,,
2205,"感覺,",轉角餐廳 Corner Steak House,ChIJv6xjdJN2bjQRUfUU9J5G5uc,,
39520,"感覺,",藝術轉角 東東蔬食鍋,ChIJqyir1IN2bjQRiXewQla4fxQ,,
31216,"感覺,",慶中街郭家綠豆湯（總店）,ChIJqxbVh4B2bjQRvJhYPVGPY5A,,
34765,"感覺,",康樂街牛肉湯,ChIJOwhpYmZ2bjQR9O1IbVc0X4s,,
37367,"感覺,",上海好味道小籠湯包,ChIJo4N92ZV2bjQRrtZJZryosMs,,
34725,"感覺,",福生小食店,ChIJNbLHWHp2bjQRa8rrUkFUtCA,,
3734,"感覺,",阿卿杏仁茶,ChIJmRZM5Hp2bjQR32-o_mnWixs,,
39248,"感覺,",阿卿杏仁茶,ChIJmRZM5Hp2bjQR32-o_mnWixs,,
24278,"感覺,",銀座日式料理,ChIJkfiByJ52bjQR5dIzD0u2s74,,
10962,"感覺,",Bark露天茶飲酒吧 台南海安店,ChIJjfqz12Z2bjQRPnpQFxy916g,,
25035,"感覺,",古都碗粿 東門總店,ChIJiatEUZh2bjQRUz5Xf5P2noE,,
40858,"感覺,",毛丼 丼飯專門店,ChIJi1e38o92bjQRXiRzbi8D5QM,,
7595,"感覺,",松仔腳燒烤海產,ChIJe3BnW2N2bjQRzC9h8UVy-w4,,
33693,"感覺,",松仔腳燒烤海產,ChIJe3BnW2N2bjQRzC9h8UVy-w4,,
17972,"感覺,",無名豆花,ChIJBYKvs4p2bjQRtZsCmDWFg4g,,
11017,"感覺,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
