index,n,name,place_id,,
15561,"氣氛,　食物,",轉角餐廳 Corner Steak House,ChIJv6xjdJN2bjQRUfUU9J5G5uc,,
15539,"氣氛,　食物,",庫肯花園餐廳,ChIJraKVcpN2bjQR5PWTIKGLq5Q,,
15575,"氣氛,　食物,",庫肯花園餐廳,ChIJraKVcpN2bjQR5PWTIKGLq5Q,,
15596,"氣氛,　食物,",銀座日式料理,ChIJkfiByJ52bjQR5dIzD0u2s74,,
15549,"氣氛,　食物,",The Sober Foodie 食上主義餐酒館,ChIJ7fftSIB2bjQRCmPLgSLUpgA,,
15587,"氣氛,　食物,",The Sober Foodie 食上主義餐酒館,ChIJ7fftSIB2bjQRCmPLgSLUpgA,,
15574,"氣氛,　食物,",小方舟串燒酒場,ChIJ06hfVZd2bjQRNl36C3Aju6Y,,
28046,"氣氛,　美食,　人,　餐點,",庫肯花園餐廳,ChIJraKVcpN2bjQR5PWTIKGLq5Q,,
28994,"氣氛,　活動,",Mr.麵王,ChIJl2R0h9x2bjQR9_Mlr3qbDBQ,,
15550,"氣氛,　青菜,　甜點,　醬,",藝術轉角 東東蔬食鍋,ChIJqyir1IN2bjQRiXewQla4fxQ,,
20015,"氣氛,　空間,　檸檬,　蛋糕,",品蓬咖啡,ChIJnYD8V312bjQRbzFUXyAsR2M,,
15558,"氣氛,　東西,　麵包,",轉角餐廳 Corner Steak House,ChIJv6xjdJN2bjQRUfUU9J5G5uc,,
15569,"氣氛,　東西,　價,",庫肯花園餐廳,ChIJraKVcpN2bjQR5PWTIKGLq5Q,,
15592,"氣氛,　東西,　份量,　牡蠣,　沙拉,",The Sober Foodie 食上主義餐酒館,ChIJ7fftSIB2bjQRCmPLgSLUpgA,,
15552,"氣氛,　東西,",阿喬師水粄粥,ChIJY4D9DHt2bjQR70YptCxNEFQ,,
15568,"氣氛,　東西,",轉角餐廳 Corner Steak House,ChIJv6xjdJN2bjQRUfUU9J5G5uc,,
15570,"氣氛,　東西,",轉角餐廳 Corner Steak House,ChIJv6xjdJN2bjQRUfUU9J5G5uc,,
15555,"氣氛,　東西,",密密一鍋,ChIJM_R5F312bjQR83LXFnCUnfQ,,
15545,"氣氛,　東西,",The Sober Foodie 食上主義餐酒館,ChIJ7fftSIB2bjQRCmPLgSLUpgA,,
15554,"氣氛,　東西,",The Sober Foodie 食上主義餐酒館,ChIJ7fftSIB2bjQRCmPLgSLUpgA,,
15597,"氣氛,　東西,",小方舟串燒酒場,ChIJ06hfVZd2bjQRNl36C3Aju6Y,,
28400,"氣氛,　朋友,",Bark露天茶飲酒吧 台南海安店,ChIJjfqz12Z2bjQRPnpQFxy916g,,
15544,"氣氛,　咖啡,　派,　老闆,",品蓬咖啡,ChIJnYD8V312bjQRbzFUXyAsR2M,,
15598,"氣氛,　芒果,　系列,　果汁,",Bark露天茶飲酒吧 台南海安店,ChIJjfqz12Z2bjQRPnpQFxy916g,,
20101,"氣氛,　老闆,　甜點,　咖啡,　時光,",品蓬咖啡,ChIJnYD8V312bjQRbzFUXyAsR2M,,
31123,"氣氛,　成分,　料理,",松仔腳燒烤海產,ChIJe3BnW2N2bjQRzC9h8UVy-w4,,
15548,"氣氛,　地方,　麵包,　口感,",奇美咖啡館 成大門市,ChIJuUOHMpN2bjQRwF_WBUzhJrg,,
30060,"氣氛,　份量,　飲料,",The Sober Foodie 食上主義餐酒館,ChIJ7fftSIB2bjQRCmPLgSLUpgA,,
13227,"氣氛,　份量,",22河粉,ChIJ8X-8bZN2bjQRaiKfCVpK-aQ,,
30061,"氣氛,　份量,",The Sober Foodie 食上主義餐酒館,ChIJ7fftSIB2bjQRCmPLgSLUpgA,,
13226,"氣氛,　布丁,　奶茶,　冰沙,　布丁,",銀波食品店,ChIJOQZDJnt2bjQRvmeMoNVn12E,,
19489,"氣氛,　巧克力,　手工,　餅乾,",窄門咖啡館,ChIJq-hjV312bjQRc2uqPnxTEwg,,
15559,"氣氛,　主餐,　飲品,",22河粉,ChIJ8X-8bZN2bjQRaiKfCVpK-aQ,,
2943,"氣氛,　主廚,　牛肉,　肉質,",轉角餐廳 Corner Steak House,ChIJv6xjdJN2bjQRUfUU9J5G5uc,,
15588,"氣氛,　牛排,　價格,",轉角餐廳 Corner Steak House,ChIJv6xjdJN2bjQRUfUU9J5G5uc,,
13675,"氣氛,　水果,　冰,　材,　料,",莉莉水果店,ChIJXytwGH12bjQRA9lZo8M4uJs,,
15589,"氣氛,　口味,　道理,",The Sober Foodie 食上主義餐酒館,ChIJ7fftSIB2bjQRCmPLgSLUpgA,,
28596,"氣氛,　人,　關係,",小方舟串燒酒場,ChIJ06hfVZd2bjQRNl36C3Aju6Y,,
29482,"氣氛,　人,",The Sober Foodie 食上主義餐酒館,ChIJ7fftSIB2bjQRCmPLgSLUpgA,,
28595,"氣氛,",安徒生咖啡館,ChIJWdDgpu52bjQRdZ8_c1hV_nE,,
2363,"氣氛,",轉角餐廳 Corner Steak House,ChIJv6xjdJN2bjQRUfUU9J5G5uc,,
29477,"氣氛,",轉角餐廳 Corner Steak House,ChIJv6xjdJN2bjQRUfUU9J5G5uc,,
29480,"氣氛,",轉角餐廳 Corner Steak House,ChIJv6xjdJN2bjQRUfUU9J5G5uc,,
28597,"氣氛,",庫肯花園餐廳,ChIJraKVcpN2bjQR5PWTIKGLq5Q,,
29697,"氣氛,",庫肯花園餐廳,ChIJraKVcpN2bjQR5PWTIKGLq5Q,,
32626,"氣氛,",庫肯花園餐廳,ChIJraKVcpN2bjQR5PWTIKGLq5Q,,
29438,"氣氛,",感性魯味,ChIJjzwIz3p2bjQRDfyJJ7KB3pk,,
11931,"氣氛,",上海華都小吃,ChIJjfU3wol2bjQRPibXeEsoO4M,,
4484,"氣氛,",Bark露天茶飲酒吧 台南海安店,ChIJjfqz12Z2bjQRPnpQFxy916g,,
15538,"氣氛,",Bark露天茶飲酒吧 台南海安店,ChIJjfqz12Z2bjQRPnpQFxy916g,,
15591,"氣氛,",Bark露天茶飲酒吧 台南海安店,ChIJjfqz12Z2bjQRPnpQFxy916g,,
28281,"氣氛,",Bark露天茶飲酒吧 台南海安店,ChIJjfqz12Z2bjQRPnpQFxy916g,,
19134,"氣氛,",舊振南餅店 台南旗艦店,ChIJix0lDZZ2bjQRfRHCoWCQuz0,,
29481,"氣氛,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
37241,"氣氛,",松仔腳燒烤海產,ChIJe3BnW2N2bjQRzC9h8UVy-w4,,
8822,"氣氛,",The Sober Foodie 食上主義餐酒館,ChIJ7fftSIB2bjQRCmPLgSLUpgA,,
15571,"氣氛,",The Sober Foodie 食上主義餐酒館,ChIJ7fftSIB2bjQRCmPLgSLUpgA,,
15581,"氣氛,",The Sober Foodie 食上主義餐酒館,ChIJ7fftSIB2bjQRCmPLgSLUpgA,,
29479,"氣氛,",The Sober Foodie 食上主義餐酒館,ChIJ7fftSIB2bjQRCmPLgSLUpgA,,
29172,"氣氛,",小方舟串燒酒場,ChIJ06hfVZd2bjQRNl36C3Aju6Y,,
39636,"氣味,　概念,",赤崁棺材板,ChIJ9X1wvmR2bjQRsqhUCAqPWhI,,
13582,"氣味,　人,　腥味,　湯底,　小卷,",邱家小卷米粉,ChIJZ1Zt6WR2bjQRNzPYYyIaN5Q,,
14231,"氣味,",再發號百年肉粽,ChIJVfASdWJ2bjQRvBZf3GL0HOE,,
12978,"氣味,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
31124,"氣味,",夏家手工魚麵,ChIJ64lcnnx2bjQRlN7qrXyub20,,
2904,"氣,　咖啡,",奇美咖啡館 成大門市,ChIJuUOHMpN2bjQRwF_WBUzhJrg,,
1918,"氣,",鴨母寮市場炭火麵,ChIJAfc4gYx2bjQRed7GuromUNM,,
15600,"梳子餅,",寶來香餅鋪,ChIJCzYAH2R2bjQRjq52A890YLo,,
4759,"桔茶,　燻,　雞,　三明治,　景觀,",咖啡部屋,ChIJG3FpOCd0bjQRxzOJfj5zDbk,,
3716,"桑葚汁,",有的蔬果汁專賣店,ChIJuVuDs2Z2bjQRtREIVQluDGM,,
12348,"桌菜,　菜色,",阿美飯店,ChIJc6JGFGJ2bjQRYxZBVvVHV_A,,
6473,"桌菜,　砂鍋鴨,　餐點,",阿美飯店,ChIJc6JGFGJ2bjQRYxZBVvVHV_A,,
1470,"桌菜,　花枝,　糖,　醋,　排骨,　菜,",阿美飯店,ChIJc6JGFGJ2bjQRYxZBVvVHV_A,,
15603,"桌菜,　老闆,　學生,",阿美飯店,ChIJc6JGFGJ2bjQRYxZBVvVHV_A,,
8204,"桌菜,",阿美飯店,ChIJc6JGFGJ2bjQRYxZBVvVHV_A,,
10659,"桌菜,",阿美飯店,ChIJc6JGFGJ2bjQRYxZBVvVHV_A,,
15602,"桌菜,",阿美飯店,ChIJc6JGFGJ2bjQRYxZBVvVHV_A,,
15605,"桌椅,　人,　椅子,　力氣,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
15608,"桌巾,　客人,　食物屑屑,",窄門咖啡館,ChIJq-hjV312bjQRc2uqPnxTEwg,,
15609,"桌子,　東西,",小公園擔仔麵,ChIJOQURVGF2bjQRDx8EQOisObM,,
39689,"桌子,　方式,　人情味,",榮盛點心,ChIJGxuq1WR2bjQRMzh8ovxiqCk,,
15611,"桌,　醬,　湯,",福記肉圓總店,ChIJvUM2an12bjQRErjaF_ijiyg,,
11933,"桌,　餐,",度小月原始店Du Hsiao Yueh Original Restaurant,ChIJwe_HQGN2bjQRq4DHLs6aj48,,
33808,"桌,　辣醬,",阿松割包,ChIJwcrlsWZ2bjQRuSR57DvjKOE,,
15612,"桌,　辣椒醬,",杜蝦仁肉丸,ChIJg-CL5Hp2bjQRpmRehSk-qeY,,
29508,"桌,　蒜泥,　味道,",台南小南碗粿,ChIJjxYRvXp2bjQRMYkw9M4MhhA,,
34475,"桌,　蒜泥,　味,",古都碗粿 東門總店,ChIJiatEUZh2bjQRUz5Xf5P2noE,,
15604,"桌,　菜,",阿美飯店,ChIJc6JGFGJ2bjQRYxZBVvVHV_A,,
19522,"桌,　壺,　蓋子,　水瓶,　客人,　水,",庫肯花園餐廳,ChIJraKVcpN2bjQR5PWTIKGLq5Q,,
15616,"桌,　茶,",阿美飯店,ChIJc6JGFGJ2bjQRYxZBVvVHV_A,,
15613,"桌,　留言本,　神人,",品蓬咖啡,ChIJnYD8V312bjQRbzFUXyAsR2M,,
6402,"桌,　珍珠,",無名豆花,ChIJBYKvs4p2bjQRtZsCmDWFg4g,,
15614,"桌,　沾醬,　番茄醬,　泰式,　酸辣醬,",泉成點心店,ChIJFZgcM2B2bjQR9ZyF7z30f-g,,
15610,"桌,　沾醬,",西羅殿牛肉湯,ChIJoTun0PR2bjQRhyGcuZAEZnQ,,
15615,"桌,　豆瓣醬,　飯,",福生小食店,ChIJNbLHWHp2bjQRa8rrUkFUtCA,,
30889,"桌,　丼飯,",毛丼 丼飯專門店,ChIJi1e38o92bjQRXiRzbi8D5QM,,
23280,"桌,　大姐,　蝦,　人,",鴨母寮市場炭火麵,ChIJAfc4gYx2bjQRed7GuromUNM,,
15617,"桃葉,　香氣,　滋味,",沙淘宮菜粽,ChIJm2xFgWR2bjQR4oJPNAazMgI,,
15619,"桃園人,",金得春捲,ChIJCzZbxWZ2bjQR6CUWOMHz1hI,,
908,"桂圓,　湯底,",莊子土豆仁湯,ChIJGUYdUmR2bjQRDZnA3JwkISw,,
18059,"桂圓,　紅棗,　湯,　蓮子,",修安扁擔豆花 Xiu'an Douhua,ChIJ2UjvqGZ2bjQRRMnl0SQ7b8c,,
14817,"桂冠,　炒飯,　微波,　客人,",3皇3家文化店,ChIJsTL0Vyd0bjQRNcq7W7sXxWw,,
268,"桂花,　酸梅湯,",府城大水缸,ChIJCw4o0HZ2bjQRaIs9hjT9Qfc,,
15621,"桂花,　紅茶,　粽子,",再發號百年肉粽,ChIJVfASdWJ2bjQRvBZf3GL0HOE,,
15620,"桂花,　紅茶,　味道,",再發號百年肉粽,ChIJVfASdWJ2bjQRvBZf3GL0HOE,,
15622,"桂花,　紅茶,",再發號百年肉粽,ChIJVfASdWJ2bjQRvBZf3GL0HOE,,
14298,"格,　東西,　人,　菜,",羊城小食店,ChIJcQEuM4Z2bjQR3YQ5ePhWtdk,,
32168,"核桃塔,　禮盒,　價位,　禮,",明新食品,ChIJpxAlyL12bjQRIMxqqQDuEVU,,
8991,"核桃派,",品蓬咖啡,ChIJnYD8V312bjQRbzFUXyAsR2M,,
9513,"核,　口感,　牌子,　口感,",台南府城 吳萬春蜜餞,ChIJWZ7dfWF2bjQR3imF7ZKpsx8,,
18684,"校友,　記憶,　蛋餅,　麥香雞,　滋味,",千香麥香雞專賣店（東安後甲店）,ChIJga89R5V2bjQR9IGfcoTYJgk,,
15625,"栗子,　南瓜,　油條,",密密一鍋,ChIJM_R5F312bjQR83LXFnCUnfQ,,
38092,"栗子,　小黃瓜,　花生,　環境,",保安路米糕,ChIJKXEHGnt2bjQRoVIIZZ3UzPQ,,
27861,"栗子,",再發號百年肉粽,ChIJVfASdWJ2bjQRvBZf3GL0HOE,,
15626,"柴梳餅,",寶來香餅鋪,ChIJCzYAH2R2bjQRjq52A890YLo,,
27889,"柴,　價格,　湯頭,",阿家牛肉湯,ChIJFfWfQ5V1bjQRwjCh1-xPmcc,,
25094,"柴,　皮,　醬料,",福記肉圓總店,ChIJvUM2an12bjQRErjaF_ijiyg,,
18367,"柴,",小北牛肉湯,ChIJWWkVnFh2bjQRIYVXz8aS0AI,,
37347,"柴,",段純貞-台南小西門店,ChIJS9Bl9Xt2bjQRjkBitCjt7aA,,
32107,"柴,",永樂燒肉飯,ChIJa3IWs2Z2bjQRx_Sgx3NInbI,,
36154,"時間,　鹹粥,",阿憨鹹粥,ChIJ1_N-XPV2bjQReZQ0UpjNZv8,,
4246,"時間,　餐點,　人,",3皇3家文化店,ChIJsTL0Vyd0bjQRNcq7W7sXxWw,,
31895,"時間,　餐點,",阿娟咖哩飯鴨肉羹,ChIJgwzvG3t2bjQRdIXn2mEiwuQ,,
31897,"時間,　選擇,",密密一鍋,ChIJM_R5F312bjQR83LXFnCUnfQ,,
9519,"時間,　範圍,　美食,",密密一鍋,ChIJM_R5F312bjQR83LXFnCUnfQ,,
12251,"時間,　麥蛋,　吐司,",千香麥香雞專賣店（東安後甲店）,ChIJga89R5V2bjQR9IGfcoTYJgk,,
22137,"時間,　麥香雞,　經典,",千香麥香雞專賣店（東安後甲店）,ChIJga89R5V2bjQR9IGfcoTYJgk,,
4711,"時間,　消費力,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
2711,"時間,　時間,　虱目魚,",阿憨鹹粥,ChIJ1_N-XPV2bjQReZQ0UpjNZv8,,
2083,"時間,　時候,　選擇,",嘉義廖火雞肉飯,ChIJGZK_GYR2bjQRNXosNPuUCzg,,
31896,"時間,　原味,　棺材板,　酥皮,　濃湯,　味道,　胡椒味,",赤崁棺材板,ChIJ9X1wvmR2bjQRsqhUCAqPWhI,,
23989,"時間,　限制,",饗食天堂 台南店,ChIJnaIg7Ht2bjQR55aGAM2EAu0,,
695,"時間,　美食,　機會,　美食,　魅力,",邱家小卷米粉,ChIJZ1Zt6WR2bjQRNzPYYyIaN5Q,,
39095,"時間,　星,",品蓬咖啡,ChIJnYD8V312bjQRbzFUXyAsR2M,,
29394,"時間,　客人,",府城黃家蝦捲（原鴨母寮蝦捲）,ChIJV3ZsEWh2bjQRkQbqvfUelHE,,
31733,"時間,　所在,　餐點,",3皇3家文化店,ChIJsTL0Vyd0bjQRNcq7W7sXxWw,,
39103,"時間,　咖啡,",品蓬咖啡,ChIJnYD8V312bjQRbzFUXyAsR2M,,
31181,"時間,　低消,　主菜,　肉,",藝術轉角 東東蔬食鍋,ChIJqyir1IN2bjQRiXewQla4fxQ,,
29684,"時間,　位子,",Mr.麵王,ChIJl2R0h9x2bjQR9_Mlr3qbDBQ,,
9414,"時間,　肉羹,　菜粽,　香菇,　肉羹,",海龍肉粽,ChIJEWClQWZ2bjQRt8wACswiT9U,,
18629,"時間,　肉圓,",台南武廟肉圓,ChIJybqz1WN2bjQR8C1wbULqL5k,,
23035,"時間,　肉,　筋膜,　在地人,",潘家牛肉湯,ChIJRSbwG2R2bjQRHdo7OqS6tOU,,
17012,"時間,　牛肉湯,　紅槽,　牛肉羹,",圓環牛肉湯,ChIJB2ZOnnp2bjQRDVJ3TmUvews,,
15629,"時間,　心,　美味,　用料,",克林台包,ChIJG3mSXX12bjQR3fbtCNTeg3s,,
31894,"時間,　口味,　選擇性,",福泰飯桌 第三代,ChIJ54Pf_2F2bjQRAMH-nhBgbAQ,,
26597,"時間,　口味,　在地人,　店家,",福生小食店,ChIJNbLHWHp2bjQRa8rrUkFUtCA,,
15990,"時間,　口味,　份量,",The Sober Foodie 食上主義餐酒館,ChIJ7fftSIB2bjQRCmPLgSLUpgA,,
31898,"時間,　人潮,　小吃,",阿浚師魯麵,ChIJGYM7emF2bjQRPJSzwZzn0Pc,,
40033,"時間,　人,　家常菜,",福泰飯桌 第三代,ChIJ54Pf_2F2bjQRAMH-nhBgbAQ,,
11839,"時間,　人,",慶中街豬血湯,ChIJqT-JhoB2bjQR94ASRuPob1s,,
36187,"時間,",甜在心咖啡館,ChIJxRCBpYx2bjQRC4PhjOObSjY,,
18244,"時間,",轉角餐廳 Corner Steak House,ChIJv6xjdJN2bjQRUfUU9J5G5uc,,
18670,"時間,",保哥黑輪,ChIJUTvL-Id2bjQRn6zCnvsOtS4,,
6408,"時間,",密密一鍋,ChIJM_R5F312bjQR83LXFnCUnfQ,,
13718,"時間,",密密一鍋,ChIJM_R5F312bjQR83LXFnCUnfQ,,
29557,"時間,",台南小南碗粿,ChIJjxYRvXp2bjQRMYkw9M4MhhA,,
31899,"時間,",《富食店》海鮮粥 肉燥飯,ChIJIaOC1Z92bjQR41G1rcObiPI,,
29334,"時間,",海龍肉粽,ChIJEWClQWZ2bjQRt8wACswiT9U,,
2234,"時間,",金得春捲,ChIJCzZbxWZ2bjQR6CUWOMHz1hI,,
12969,"時間,",食香客雞會站雞排茶飲專賣台南北門店,ChIJCwmaL492bjQR15_dkJdCsV8,,
19866,"時間,",永樂燒肉飯,ChIJa3IWs2Z2bjQRx_Sgx3NInbI,,
12672,"時期,　經驗,　包子,　蛋黃,　整體,　味道,　印象,",克林台包,ChIJG3mSXX12bjQR3fbtCNTeg3s,,
7888,"時期,　魚麵,　魚餃,　魚冊,",夏家手工魚麵,ChIJ64lcnnx2bjQRlN7qrXyub20,,
25050,"時期,　宵夜,　回憶,",感性魯味,ChIJjzwIz3p2bjQRDfyJJ7KB3pk,,
38110,"時期,　便當,",永樂燒肉飯,ChIJa3IWs2Z2bjQRx_Sgx3NInbI,,
30710,"時期,　朋友,",度小月原始店Du Hsiao Yueh Original Restaurant,ChIJwe_HQGN2bjQRq4DHLs6aj48,,
13717,"時期,　店面,　模樣,　食物,　風味,",落成米糕,ChIJy3nZ-2F2bjQRAfpYzggB2k8,,
30815,"時期,　味道,",永樂燒肉飯,ChIJa3IWs2Z2bjQRx_Sgx3NInbI,,
18270,"時期,　沙拉,　杏仁,　牛奶,　咖啡,　早餐,　時間,　人,　氣氛,",伊莉的店 慶中街店,ChIJsYpfmIB2bjQR87GzAJ3HkhY,,
14482,"時期,　平價,",湯婆婆拉麵,ChIJvy2fNIl2bjQROg8gsGEO-u8,,
13991,"時期,　小吃,",陳記真正紅燒土魠,ChIJawGn_4t2bjQRK2AGrUnetag,,
38109,"時期,",阿地牛排館A-Di Steakhouse,ChIJveG6uH92bjQRvHcqYXfuF_0,,
12797,"時期,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
34738,"時期,",雙全紅茶,ChIJhwhoW2N2bjQRsQRMoD4STa4,,
34803,"時候,　醬,　蒜頭,　蒜泥,",福記肉圓總店,ChIJvUM2an12bjQRErjaF_ijiyg,,
34727,"時候,　衛生,　環境,　冷氣,",台南蔡虱目魚專賣店,ChIJ0Zhp2vl2bjQRlsmdmPlNoyg,,
27751,"時候,　嘴,　食物,　人情味,",崇德牛肉湯,ChIJJY3fCZ52bjQR60Rf-8fImfM,,
15960,"時候,　餅皮,　香氣,　高麗菜,　賣點,",金得春捲,ChIJCzZbxWZ2bjQR6CUWOMHz1hI,,
7656,"時候,　滷味,",感性魯味,ChIJjzwIz3p2bjQRDfyJJ7KB3pk,,
31146,"時候,　滷丸,　肉燥,　油條,　肉燥,　油條,　機會,",下大道蘭米糕,ChIJHc5pfnp2bjQRoKTHxprC0io,,
14656,"時候,　煎蛋酥,　番茄,　湯頭,　誠意,",段純貞-台南小西門店,ChIJS9Bl9Xt2bjQRjkBitCjt7aA,,
28018,"時候,　菜,　菜,　出處,　細節,",轉角餐廳 Corner Steak House,ChIJv6xjdJN2bjQRUfUU9J5G5uc,,
29038,"時候,　魚刺,　魚丸湯,",夏家手工魚麵,ChIJ64lcnnx2bjQRlN7qrXyub20,,
12254,"時候,　祭品,　糕餅,　祭品,",萬川號餅舖,ChIJ5VuXVoh2bjQR1zv8Yvn8JBE,,
19754,"時候,　庶民,　小吃,　主顧,",福泰飯桌 第三代,ChIJ54Pf_2F2bjQRAMH-nhBgbAQ,,
21865,"時候,　宵夜,　時間,　友人,　滷味,",感性魯味,ChIJjzwIz3p2bjQRDfyJJ7KB3pk,,
34724,"時候,　香味,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
23079,"時候,　紅豆湯,　紅豆,",慶中街郭家綠豆湯（總店）,ChIJqxbVh4B2bjQRvJhYPVGPY5A,,
34037,"時候,　珍味,　美食,　排骨,　控肉飯,　口,　肉,",上富小吃店,ChIJyQQ9A4R2bjQRzt4hKAFIXbg,,
23250,"時候,　油條,",阿卿杏仁茶,ChIJmRZM5Hp2bjQR32-o_mnWixs,,
7787,"時候,　豆花,　甜度,　喜好,",德記古早味汕頭豆花,ChIJByxtTmB2bjQRJUpip76-NGc,,
23080,"時候,　杏仁,　冰,　綠豆饌,",阿卿杏仁茶,ChIJmRZM5Hp2bjQR32-o_mnWixs,,
34638,"時候,　老闆,　話,　豆花,　朋友,　豆花,",德記古早味汕頭豆花,ChIJByxtTmB2bjQRJUpip76-NGc,,
31147,"時候,　米糕,　口感,　肉汁,　口感,",保安路米糕,ChIJKXEHGnt2bjQRoVIIZZ3UzPQ,,
12574,"時候,　印象,　口味,　湯頭,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
7636,"時候,　份量,",台南武廟肉圓,ChIJybqz1WN2bjQR8C1wbULqL5k,,
16059,"時候,　冬瓜,　茶,",台南武廟肉圓,ChIJybqz1WN2bjQR8C1wbULqL5k,,
2705,"時候,　牛肉湯,",牛肉の場牛肉湯,ChIJGWy9L2R2bjQRuyw7ptiW1Ac,,
4910,"時候,　月桃,　葉菜粽,　味噌湯,",楊哥楊嫂肉粽店,ChIJIdXbroB2bjQRxUFoqAYg8ks,,
33118,"時候,",邱家小卷米粉,ChIJZ1Zt6WR2bjQRNzPYYyIaN5Q,,
4235,"時候,",一品塘手工杏仁奶酪,ChIJXUiIJmR2bjQRSLQXfLOWtw8,,
132,"時候,",翰林茶館（台南文化店）,ChIJX-q0k5N2bjQRXIdbLlnzX5w,,
40628,"時候,",段純貞-台南小西門店,ChIJS9Bl9Xt2bjQRjkBitCjt7aA,,
17065,"時候,",密密一鍋,ChIJM_R5F312bjQR83LXFnCUnfQ,,
39477,"時候,",石精臼蚵仔煎,ChIJGS-dzWR2bjQR1OBnRJzR6Mo,,
10646,"時候,",石精臼點心城,ChIJdfUXcWF2bjQR85RoTVy0syc,,
9017,"時候,",金得春捲,ChIJCzZbxWZ2bjQR6CUWOMHz1hI,,
31065,"時候,",食香客雞會站雞排茶飲專賣台南北門店,ChIJCwmaL492bjQR15_dkJdCsV8,,
39892,"時段,　配菜,　時間,　配菜,",福泰飯桌 第三代,ChIJ54Pf_2F2bjQRAMH-nhBgbAQ,,
31900,"時段,　人潮,　環境,　咖喱飯,　人,　滋味,",阿娟咖哩飯鴨肉羹,ChIJgwzvG3t2bjQRdIXn2mEiwuQ,,
37548,"時段,　人,　油雞 ,　店員,",羊城小食店,ChIJcQEuM4Z2bjQR3YQ5ePhWtdk,,
13970,"時段,",上富小吃店,ChIJyQQ9A4R2bjQRzt4hKAFIXbg,,
1174,"時光,　隱藏版,",阿烏咖啡,ChIJ5xh7YIZ2bjQRWBdzm1oGw2M,,
17247,"時光,",莉莉水果店,ChIJXytwGH12bjQRA9lZo8M4uJs,,
39135,"時光 ,　咖啡,　鬆餅,",品蓬咖啡,ChIJnYD8V312bjQRbzFUXyAsR2M,,
19106,"時代感,　攤位,　記憶,　母親,　小,　手,　滋味,　口味,　原味,",福榮小吃店,ChIJ5S4n8mR2bjQR3GOXOlZqtuA,,
39622,"時代,　麵包,　甜點,",明新食品,ChIJpxAlyL12bjQRIMxqqQDuEVU,,
12210,"時代,　錢,　份量,　經典,　代表作,",椿之味薏仁湯,ChIJKy9RUYh2bjQRXcCOhcQOXjI,,
23267,"時代,　機器,　手工,　煎餅,",連得堂煎餅,ChIJH-2ay4p2bjQRzmiDlLRPu5g,,
13710,"時代,　碗粿,　名聲,",森茂碗粿,ChIJXd7JIYR2bjQR402-7SPppjE,,
15631,"時代,　味道,",萬川號餅舖,ChIJ5VuXVoh2bjQR1zv8Yvn8JBE,,
24824,"時代,　味道,",阿銘鱔魚意麵,ChIJ_wowbe92bjQRtKCMgEY85Kc,,
38113,"時代,　肉包,",克林台包,ChIJG3mSXX12bjQR3fbtCNTeg3s,,
38114,"時代,　回憶,　社會,　時間,　炒泡麵,　沙茶粉,　七味粉,",保哥黑輪,ChIJUTvL-Id2bjQRn6zCnvsOtS4,,
31916,"時代,　方式,",振發茶行,ChIJ60MNjYh2bjQRI_R4Qt4tKsg,,
35894,"時代,",老鄧牛肉麵,ChIJs-is9NN1bjQRIJRze0vYuIc,,
15630,"時,　冰,",雙全紅茶,ChIJhwhoW2N2bjQRsQRMoD4STa4,,
10798,"旅客,",福生小食店,ChIJNbLHWHp2bjQRa8rrUkFUtCA,,
33554,"旅,　攻略,　魚酥,",陳記真正紅燒土魠,ChIJawGn_4t2bjQRK2AGrUnetag,,
27901,"旁,　桌,　小籠包,",上海華都小吃,ChIJjfU3wol2bjQRPibXeEsoO4M,,
15652,"料頭,　中卷,　肉片,　豬肝,　魚片,　花枝,",羊城小食店,ChIJcQEuM4Z2bjQR3YQ5ePhWtdk,,
15651,"料頭,",阿卿杏仁茶,ChIJmRZM5Hp2bjQR32-o_mnWixs,,
15355,"料理,　鱔魚,　口味,　價位,",阿輝炒鱔魚,ChIJr52tQGF2bjQR6s6o9VFFRsE,,
1626,"料理,　龍蝦,　紅蟳,",饗食天堂 台南店,ChIJnaIg7Ht2bjQR55aGAM2EAu0,,
32568,"料理,　龍蝦,　肉質,　老饕,　牛排,",轉角餐廳 Corner Steak House,ChIJv6xjdJN2bjQRUfUU9J5G5uc,,
29123,"料理,　餐點,　特色,　油煙味,　漢堡排,　雞肉,　魚,",井選日式定食,ChIJd0Ze84x2bjQR3CGp9ZvXxvY,,
1188,"料理,　餐點,",井選日式定食,ChIJd0Ze84x2bjQR3CGp9ZvXxvY,,
38904,"料理,　糕餅,",長春健康素食中華店,ChIJM15Eo7x2bjQRvV7mX3bbZyY,,
701,"料理,　燉飯,　義大利麵,　豬,　魚排,　沙拉,　作,",The Sober Foodie 食上主義餐酒館,ChIJ7fftSIB2bjQRCmPLgSLUpgA,,
15714,"料理,　衛生,",長春健康素食中華店,ChIJM15Eo7x2bjQRvV7mX3bbZyY,,
