,0
52173,"東西,"
52174,"東西,"
52175,東西
52176,肉燥飯
52177,"清湯,"
52178,"東西,"
52179,東西
52180,油雞
52181,"招牌,"
52182,"東西,"
52183,"東西,"
52184,"東西,"
52185,東西
52186,品質
52187,"話,"
52188,東西物
52189,材
52190,料
52191,節慶
52192,"食物,"
52193,東西
52194,"招牌,"
52195,東西
52196,網路
52197,蛋
52198,小卷
52199,"烤法,"
52200,東西
52201,"味道,"
52202,"東西,"
52203,"東西,"
52204,東西
52205,鑊氣
52206,古早味
52207,蛋包飯
52208,"醬汁,"
52209,"東西,"
52210,"東西,"
52211,"東西,"
52212,"東西,"
52213,東西
52214,"價格,"
52215,東西
52216,"價格,"
52217,東西
52218,"料,"
52219,"東西,"
52220,東西
52221,"美食,"
52222,東西
52223,"油麵,"
52224,東西
52225,"沙拉,"
52226,東西
52227,"老闆,"
52228,"東西,"
52229,東西
52230,用料
52231,豬舌
52232,"掛包,"
52233,"東西,"
52234,"東西,"
52235,"東西,"
52236,東西
52237,肉燥
52238,油條
52239,"噱頭,"
52240,"東西,"
52241,東西
52242,"價格,"
52243,東西
52244,三五
52245,好友
52246,"地方,"
52247,東西
52248,價格
52249,"味道,"
52250,東西
52251,價位
52252,老闆
52253,"臉,"
52254,東西
52255,特色
52256,"美食,"
52257,"東西,"
52258,"東西,"
52259,"東西,"
52260,東西
52261,地
52262,"古早味,"
52263,東西
52264,平價
52265,"學生,"
52266,東西
52267,"平價,"
52268,"東西,"
52269,"東西,"
52270,"東西,"
52271,"東西,"
52272,"東西,"
52273,"東西,"
52274,"東西,"
52275,"東西,"
52276,"東西,"
52277,東西
52278,肉
52279,"配菜,"
52280,"東西,"
52281,東西
52282,"速度,"
52283,東西
52284,"肉,"
52285,東西
52286,"老闆,"
52287,東西
52288, 料
52289,"連假,"
52290,"東西,"
52291,東西
52292,"環境,"
52293,東西
52294,時間
52295,"宵夜,"
52296,東西
52297,"選擇,"
52298,東西
52299,"樹,"
52300,東西
52301,朋友
52302,"場所,"
52303,東西
52304,朋友
52305,"人,"
52306,"東西,"
52307,東西
52308,"價格,"
52309,東西
52310,"價格,"
52311,東西
52312,價格
52313,口味
52314,"長輩,"
52315,東西
52316,"價格,"
52317,東西
52318,"價格,"
52319,東西
52320,"價格,"
52321,東西
52322,"價格,"
52323,東西
52324,"價格,"
52325,東西
52326,"價格,"
52327,東西
52328,"價格,"
52329,東西
52330,價格
52331,平價
52332,口袋
52333,"名單,"
52334,東西
52335,價格
52336,"平民,"
52337,東西
52338,"價格,"
52339,東西
52340,"價格,"
52341,東西
52342,"價格,"
52343,東西
52344,"價格,"
52345,東西
52346,"價格,"
52347,東西
52348,價
52349,物
52350,"重點,"
52351,東西
52352,"價位,"
52353,東西
52354,價位
52355,"東東卡,"
52356,東西
52357,"人手,"
52358,東西
52359,氣芬
52360,輕食
52361,"朋友,"
52362,"東西,"
52363,"東西,"
52364,東西
52365,"湯頭,"
52366,東西
52367,"內臟,"
52368,東西
52369,價未
52370,"人人,"
52371,東西
52372,酒
52373,"價格,"
52374,東西
52375,缺點
52376,生意
52377,"人,"
52378,東西
52379,"烏魚子,"
52380,東西
52381,"氣氛,"
52382,東西
52383,"氣氛,"
52384,東西
52385,氣氛
52386,"CP值,"
52387,東西
52388,原汁
52389,"原味,"
52390,"東西,"
52391,東西
52392,"品質,"
52393,"東西,"
52394,東西
52395,冰
52396,湯
52397,"沙拉,"
52398,東西
52399,"馬鈴薯,"
52400,東西
52401,店員
52402,"臉,"
52403,"東西,"
52404,東西
52405,老闆娘
52406,頭家
52407,"心善,"
52408,東西
52409,老闆
52410,"人,"
52411,東西
52412,"老板,"
52413,東西
52414,"創意,"
52415,東西
52416,蔬菜
52417,水果
52418,飲料
52419,甜點
52420,現作
52421,野菜
52422,麪包
52423,國王
52424,草
52425,"蛋捲,"
52426,東西
52427,"份量,"
52428,東西
52429,"用料,"
52430,東西
52431,"平價,"
52432,"東西,"
52433,東西
52434,"食物,"
52435,"東西,"
52436,東西
52437,分量
52438,"店員,"
52439,"東西,"
52440,東西
52441,速度
52442,位子
52443,"東西,"
52444,"東西,"
52445,東西
52446,飲料
52447,"沙拉吧,"
52448,東西
52449,"人,"
52450,"東西,"
52451,東西
52452,"味道,"
52453,"東西,"
52454,"東西,"
52455,"東西,"
52456,"東西,"
52457,"東西,"
52458,"東西,"
52459,"東西,"
52460,"東西,"
52461,"東西,"
52462,"東西,"
52463,"東西,"
52464,"東西,"
52465,"東西,"
52466,"東西,"
52467,"東西,"
52468,"東西,"
52469,"東西,"
52470,"東西,"
52471,"東西,"
52472,"東西,"
52473,"東西,"
52474,"東西,"
52475,"東西,"
52476,"東西,"
52477,"東西,"
52478,"東西,"
52479,"東西,"
52480,"東西,"
52481,"東西,"
52482,"東西,"
52483,"東西,"
52484,"東西,"
52485,"東西,"
52486,"東西,"
52487,"東西,"
52488,"東西,"
52489,"東西,"
52490,"東西,"
52491,"東西,"
52492,東西
52493,"價格,"
52494,東西
52495,"價格,"
52496,"東西,"
52497,東西
52498,"酒,"
52499,東西
52500," 酒,"
52501,東西
52502,"茶杯,"
52503,東西
52504,老闆
52505,肚量
52506,"評論,"
52507,東西
52508,老板娘
52509,"物品,"
52510,東西
52511,"時間,"
52512,東西
52513,份量
52514,"價錢,"
52515,東西
52516,手腳
52517,"速度,"
52518,"東西,"
52519,"東西,"
52520,"東西,"
52521,東西
52522,酒駕
52523,定義
52524,酒
52525,載具
52526,生日
52527,"酒駕,"
52528,"東西,"
52529,"東西,"
52530,"東西,"
52531,"東西,"
52532,"東西,"
52533,"東西,"
52534,"東西,"
52535,"東西,"
52536,"東西,"
52537,"東西,"
52538,"東西,"
52539,"東西,"
52540,"東西,"
52541,"東西,"
52542,"東西,"
52543,"東西,"
52544,"東西,"
52545,"東西,"
52546,"東西,"
52547,"東西,"
52548,"東西,"
52549,"東西,"
52550,"東西,"
52551,"東西,"
52552,"東西,"
52553,"東西,"
52554,"東西,"
52555,"東西,"
52556,"東西,"
52557,"東西,"
52558,"東西,"
52559,"東西,"
52560,"東西,"
52561,"東西,"
52562,"東西,"
52563,"東西,"
52564,"東西,"
52565,"東西,"
52566,"東西,"
52567,"東西,"
52568,"東西,"
52569,"東西,"
52570,"東西,"
52571,"東西,"
52572,nan
52573,nan
52574,"東西,"
52575,東西
52576,份量
52577,"口味,"
52578,東西
52579,平價
52580,量
52581,紅茶
52582,梅子
52583,茶
52584,"麥茶,"
52585,東西
52586,平價
52587,餡餅
52588,"皮,"
52589,東西
52590,"平價,"
52591,東西
52592,"平價,"
52593,東西
52594,"平價,"
52595,東西
52596,平價
52597,缺點
52598,路
52599,機車
52600,"黑煙,"
52601,"東西,"
52602,"東西,"
52603,東西
52604,程度
52605,層次
52606,老字號
52607,"綠豆湯,"
52608,東西
52609,價格
52610,肉燥飯
52611,"最愛,"
52612,東西
52613,醬烤
52614,豚肉
52615,"蘆筍,"
52616,東西
52617,"價格,"
52618,東西
52619,"油,"
52620,"東西,"
52621,東西
52622,"鍋氣,"
52623,東西
52624,"價位,"
52625,東西
52626,"甜度,"
52627,東西
52628,"平價,"
52629,東西
52630,洗手台
52631,"情形,"
52632,"東西,"
52633,"東西,"
52634,"東西,"
52635,"東西,"
52636,"東西,"
52637,"東西,"
52638,"東西,"
52639,"東西,"
52640,"東西,"
52641,"東西,"
52642,"東西,"
52643,"東西,"
52644,東西
52645,"蚊子,"
52646,東西
52647,魚味
52648,"肉燥飯,"
52649,東西
52650,份量
52651,"價格,"
52652,"東西,"
52653,"東西,"
52654,"東西,"
52655,"東西,"
52656,"東西,"
52657,"東西,"
52658,"東西,"
52659,"東西,"
52660,"東西,"
52661,東西
52662,"咖啡,"
52663,東西
52664,"味道,"
52665,東西
52666,"特色,"
52667,"東西,"
52668,"東西,"
52669,東西
52670,肉燥
52671,米飯
52672,車子
52673,"地方,"
52674,"東西,"
52675,口味
52676,口味
52677,"地點,"
52678,東西
52679,"口味,"
52680,"東西,"
52681,東西
52682,湯頭
52683,材
52684,"料,"
52685,"東西,"
52686,東西
52687,水準
52688,肉臊飯
52689,台南人
52690,味道
52691,小菜
52692,魚
52693,"料理,"
52694,"東西,"
52695,美人
52696,水
52697,檸檬
52698,冬瓜
52699,"味道,"
52700,"杯具,"
52701,牛肉湯
52702,味道
52703,品味
52704,肉燥飯
52705,"肥肉,"
52706,湯
52707,招牌
52708,原味
52709,湯
52710,"特色,"
52711,魚羹
52712,湯
52713,"碗粿,"
52714,環境
52715,牛肉湯
52716,紅糟
52717,"牛肉羹,"
52718,菜色
52719,食材
52720,鮮甜味
52721,味精
52722,扁魚
52723,"白菜,"
52724,牛肉湯
52725,香味
52726,"薑絲,"
52727,人數
52728,份量
52729,菜
52730,油雞
52731,蔥油雞
52732,"一絕,"
52733,態度
52734,義大利麵
52735,鹹派
52736,甜點
52737,檸檬
52738,巧克力
52739,"塔,"
52740,態度
52741,人
52742,小籠
52743,湯包
52744,薑絲
52745,蝦仁
52746,"炒飯,"
52747,態度
52748,口味
52749,牛肉
52750,牛肉
52751,飯
52752,湯汁
52753,飯粒
52754,"泡飯,"
52755,態度
52756,排骨
52757,油
52758,銀絲卷
52759,牛肉
52760,蛋炒飯
52761,牛肉
52762,青椒
52763,"小籠包,"
52764,麵包
52765,奶油
52766,肋眼
52767,"牛排,"
52768,咖啡
52769,"可麗餅,"
52770,蝦仁
52771,旗魚漿
52772,牛肉
52773,手
52774,一級
52775,牛肉
52776,"彈性,"
52777,鍋燒
52778,意麵
52779,"湯頭,"
52780,牛肉鍋
52781,湯底
52782,香味
52783,肉
52784,"鮮味,"
52785,服務費
52786,麵包
52787,奶油
52788,青豆
52789,濃湯
52790,豆味
52791,服務生
52792,"胡椒,"
52793,豬肉
52794,丼
52795,肉
52796,"醬汁,"
52797,牛肉
52798,咬勁
52799,湯頭
52800,整體
52801,"價格,"
52802,食材
52803,"蔬食,"
52804,"食材,"
52805,"牛肉湯,"
52806,滷味
52807,牛肉麵
52808,口味
52809,"選擇,"
52810,"肉湯,"
52811,比例
52812,啤酒
52813,牛肉
52814,火鍋
52815,"料理,"
52816,人員
52817,肉包
52818,料
52819,口味
52820,種類
52821,糕餅
52822,"品牌,"
52823,人員
52824,餐點
52825,丼飯類
52826,份量
52827,小菜
52828,蛤蜊
52829,"洋蔥,"
52830,朋友
52831,咖哩
52832,火雞肉飯
52833,價錢
52834,餐點
52835,"味道,"
52836,朋友
52837,隱藏版
52838,素食鍋
52839,豆漿
52840,湯底
52841,朋友
52842,"選擇,"
52843,朋友
52844,親戚
52845,杏仁茶
52846,"時候,"
52847,朋友
52848,料理
52849,生魚片
52850,壽司
52851,豬排
52852,飯
52853,"炸物,"
52854,朋友
52855,肉
52856,"份量,"
52857,朋友
52858,湯
52859,"料,"
52860,朋友
52861,記憶
52862,"味道,"
52863,朋友
52864,"芋頭,"
52865,朋友
52866,椪餅
52867,"味道,"
52868,朋友
52869,冬瓜茶
52870,"味道,"
52871,朋友
52872,杏仁茶
52873,"土雞蛋,"
52874,朋友
52875,"碗粿,"
52876,朋友
52877,咖啡
52878,"冷氣,"
52879,朋友
52880,"涼麵類,"
52881,朋友
52882,肉丸
52883,蝦丸
52884,雙拼
52885,"湯,"
52886,朋友
52887,八寶
52888,"肉包,"
52889,"朋友,"
52890,朋友
52891,杏仁茶
52892,"燒餅,"
52893,"朋友,"
52894,"朋友,"
52895,朋友
52896,"味道,"
52897,朋友
52898,咖喱飯
52899,"雞肉飯,"
52900,"朋友,"
52901,"朋友,"
52902,"朋友,"
52903,"朋友,"
52904,"翡翠,"
52905,"策略,"
52906,火侯
52907,梅花
52908,"牛排,"
52909,"産品,"
52910,食品
52911,歷史
52912,"食品,"
52913,nan
52914,"餐點,"
52915,nan
52916,"肉燥,"
52917,nan
52918,人氣
52919,居酒屋
52920,發現
52921,玉子燒
52922,"蛋,"
52923,最愛
52924,飯糰
52925,雞肉
52926,"玉子,"
52927,nan
52928,明太子
52929,馬鈴薯
52930,什錦鍋
52931,湯
52932,牛蒡
52933,天婦羅
52934,"口感,"
52935,明太子
52936,馬鈴薯
52937,朋友
52938,"地方,"
52939,明太子
52940,"馬鈴薯,"
52941,明太子
52942,茶
52943,碗蒸
52944,"特色,"
52945,香菇
52946,腥味
52947,水蓮
52948,烤物
52949,醬
52950,香菇
52951,"蠔油,"
52952,風味
52953,扁麵
52954,味道
52955,燉飯
52956,濃湯
52957,泰式
52958,"奶茶,"
52959,厚蛋燒
52960,馬鈴薯
52961,氣氛
52962,朋友
52963,"單價,"
52964,nan
52965,料理
52966,飯糰
52967,串燒
52968,酒
52969,朋友
52970,"地方,"
52971,"系列,"
52972,明太子
52973,"系列,"
52974,明太子
52975,系列
52976,三明治醬
52977,梅子
52978,味道
52979,"價格,"
52980,玉子
52981,燒蛋
52982,烏龍麵
52983,麵
52984,口感
52985,"人,"
52986,明太子
52987,玉子
52988,烏龍麵
52989,"麵Q,"
52990,肉
52991,"氣泡飲,"
52992,"東西,"
52993,nan
52994,nan
52995,"目標,"
52996,聚會
52997,蕃茄
52998,鍋
52999,牛奶
53000,棒
53001,小朋友
53002,飲料
53003,種類
53004,"選擇,"
53005,nan
53006,"皮,"
53007,白蘿蔔
53008,麵羹
53009,香菇
53010,肉飯
53011,麵
53012,"份量,"
53013,nan
53014,nan
53015,肉燥
53016,"蚵仔煎,"
53017,招牌雞
53018,"蔥油雞,"
53019,招牌
53020,燒肉飯
53021,沙拉
53022,味噌湯
53023,肉片
53024,薑片
53025,"筍片,"
53026,招牌
53027,擔仔麵
53028,豬肉
53029,殼
53030,"蝦,"
53031,招牌
53032,鴨血
53033,米糕
53034,"口感,"
53035,招牌
53036,蔥餅
53037,"煎餃,"
53038,招牌
53039,綠豆湯
53040,"粉角,"
53041,招牌
53042,"綠豆湯,"
53043,招牌
53044,綜合
53045,湯
53046,魚鬆
53047,肉燥飯
53048,"口味,"
53049,招牌粽
53050,"料,"
53051,招牌
53052,滷鴨蛋
53053,"滷丸 ,"
53054,招牌
53055,黑糖
53056,粉粿
53057,牛奶
53058,布丁
53059,"豆花,"
53060,招牌
53061,黑糖
53062,粉粿
53063,口味
53064,"豆花,"
53065,招牌
53066,"菜粽,"
53067,招牌
53068,湯
53069,擔仔麵
53070,油麵條
53071,口感
53072,擔仔麵
53073,鍋
53074,滷肉汁
53075,火燒
53076,"蝦,"
53077,招牌
53078,麥蛋
53079,花生
53080,"牛奶,"
53081,招牌
53082,魚肚粥
53083,料
53084, 湯
53085,"魚腸,"
53086,招牌
53087,蛋
53088,小捲
53089,味噌
53090,豬肉
53091,泡菜
53092,絕配
53093,"小孩,"
53094,招牌蛋
53095,小卷
53096,"味噌肉,"
53097,招牌
53098,"蚵仔煎,"
53099,招牌
53100,排骨飯
53101,排骨
53102,"骨頭,"
53103,招牌
53104,地瓜
53105,牛奶
53106,綠豆沙
53107,芋頭
53108,"牛奶,"
53109,招牌
53110,"拿鐵,"
53111,招牌
53112,原味
53113,棺材板
53114,雞肉
53115,花枝
53116,"白醬,"
53117,招牌
53118,原味
53119,"牛肉,"
53120,招牌
53121,香菇
53122,"魯肉,"
53123,招牌
53124,腱心
53125,牛肉
53126,"肉質,"
53127,招牌
53128,紅豆
53129,冰
53130,"水果,"
53131,招牌
53132,"砂鍋鴨,"
53133,招牌
53134,砂鍋鴨
53135,筍絲
53136,干貝
53137,鱔魚
53138,"攤販,"
53139,招牌
53140,"砂鍋鴨,"
53141,招牌
53142,砂鍋
53143,"鴨 ,"
53144,招牌
53145,湯圓
53146,芋頭
53147,湯圓
53148,芋頭
53149,"糖水,"
53150,招牌
53151,哈密瓜
53152,"盅,"
53153,招牌
53154,古早味
53155,"湯圓,"
53156,招牌
53157,哈密瓜
53158,"冰,"
53159,招牌
53160,虱目魚肚
53161,粥
53162,魚肚
53163,"魚刺,"
53164,招牌
53165,燒肉飯
53166,沙拉盤
53167,飯
53168,味增湯
53169,"定食,"
53170,招牌
53171,哈密瓜
53172,冰
53173,特色
53174,葡萄
53175,"人,"
53176,招牌
53177,圓仔
53178,蜜芋頭
53179,圓仔
53180,糯米
53181,古早味
53182,香氣
53183,蜜芋頭
53184,"芋香,"
53185,招牌
53186,"砂鍋鴨,"
53187,招牌
53188,"哈蜜瓜冰,"
53189,招牌
53190,咖哩飯
53191,口味
53192,"份量,"
53193,招牌
53194,芋頭
53195,"圓仔,"
53196,招牌
53197,八寶
53198,肉包
53199,蝦仁
53200,"水晶餃,"
53201,招牌
53202,八寶
53203,肉包
53204,外皮
53205,內餡
53206,"點心,"
53207,招牌
53208,拉麵
53209,cp
53210,"值,"
53211,招牌
53212,"泡麵,"
53213,招牌
53214,"油雞,"
53215,招牌
53216,油雞
53217,炒飯
53218,價格
53219,"菜色,"
53220,招牌
53221,"油雞,"
53222,招牌
53223,油雞
53224,肉質
53225,極致
53226,泡菜
53227,蝦仁
53228,炒飯
53229,"人,"
53230,招牌
53231,"油雞,"
53232,招牌
53233,油雞
53234,老一輩
53235,巷
53236,"美食,"
53237,招牌
53238,咖啡
53239,"人,"
53240,招牌
53241,肉包
53242,香菇
53243,蛋黃
53244,"肉,"
53245,招牌
53246,蛋炒飯
53247,內容
53248,叉燒
53249,蝦仁
53250,蛋
53251,"CP,"
53252,招牌
53253,"米糕,"
53254,招牌
53255,"味增湯,"
53256,招牌
53257,味噌湯
53258,"味噌湯,"
53259,招牌奶
53260,"奶粉,"
53261,招牌
53262,神
53263,湯
53264,糯米
53265,腸
53266,"碗粿,"
53267,招牌
53268,包子
53269,"水晶餃,"
53270,招牌
53271,牛肉湯
53272,牛燥飯
53273,"飯,"
53274,招牌
53275,"牛肉湯,"
53276,招牌
53277,牛肉湯
53278,肉
53279,"米酒,"
53280,招牌
53281,牛肉湯
53282,"湯頭,"
53283,招牌
53284,"牛肉湯,"
53285,招牌
53286,"牛肉湯,"
53287,招牌
53288,"水晶餃,"
53289,招牌
53290,水果
53291,冰
53292,水果
53293,種類
53294,芒果
53295,"杏仁凍,"
53296,招牌
53297,毛丼
53298,套餐
53299,味增湯
53300,茶碗蒸
53301,飲料
53302,甜點
53303,味道
53304,"配料,"
53305,招牌
53306,手作
53307,湯圓
53308,超Q
53309,臺南人
53310,招牌
53311,"甜品,"
53312,招牌
53313,手工
53314,圓仔
53315,鳳梨
53316,仙草
53317,愛玉
53318,燕麥
53319,珍珠
53320,"料,"
53321,招牌
53322,杏仁茶
53323,口感
53324,花生仁
53325,芋頭
53326,油條
53327,"餅乾,"
53328,招牌
53329,小籠
53330,湯包
53331,松針味
53332,皮
53333,"餡,"
53334,招牌
53335,"土豆仁湯,"
53336,招牌
53337,八寶
53338,肉粽
53339,"肉粽,"
53340,招牌
53341,八寶
53342,肉包
53343,蛋黃
53344,口味
53345,"包子,"
53346,招牌
53347,八寶
53348,冰
53349,"料,"
53350,招牌
53351,彈粉粿
53352,牛奶
53353,冰
53354,口味
53355,黑糖
53356,原味
53357,豆漿
53358,黑糖
53359,OK
53360,原味
53361,"豆漿,"
53362,招牌
53363,大餅
53364,柴梳餅
53365,黑糖
53366,椪餅
53367,電話
53368,"時間,"
53369,芋丸
53370,飲料
53371,"味道,"
53372,"滋味,"
53373,南部人
53374,人情味
53375,人
53376,"美食,"
53377,nan
53378,nan
53379,水果
53380,冰
53381,水果
53382,冰球
53383,"鮮果,"
53384,冰品
53385,價格
53386,視覺
53387,效果
53388,消費
53389,店家
53390,"口味,"
53391,nan
53392,nan
53393,nan
53394,nan
53395,nan
53396,nan
53397,肉燥
53398,"醋,"
53399,拉麵
53400,整體
53401,"份量,"
53402,拉麵
53403,價錢
53404,"分量,"
53405,拉麵
53406,定食
53407,分量
53408,飲料
53409,"冰箱,"
53410,"拉麵,"
53411,拉麵
53412,"碗,"
53413,拉麵
53414,湯頭
53415,"炸雞塊,"
53416,拉麵
53417,"定食,"
53418,拉麵
53419,湯頭
53420,"炸雞,"
53421,拉麵
53422,"美食,"
53423,拉麵
53424,"日式風,"
53425,拉麵
53426,"炸豬排,"
53427,拉麵
53428,"炸雞,"
53429,拉麵
53430,"份量,"
53431,"拉麵,"
53432,拉麵
53433,價格
53434,湯頭
53435,"湯,"
53436,拉麵
53437,"湯頭,"
53438,拉麵
53439,麥茶
53440,紅茶
53441,酸梅汁
53442,"飲料壺,"
53443,拉麵
53444,碗
53445,晚餐
53446,"地方,"
53447,拉麵
53448,碗
53449,飲料
53450,"海帶芽,"
53451,拉麵
53452,碗
53453,"飲料,"
53454,拉麵
53455,Q彈
53456,湯頭
53457,老闆
53458,愛心
53459,地震
53460,麵
53461,救難隊
53462,"災民,"
53463,拉麵
53464,排餐
53465,"飲料,"
53466,拉仔
53467,油麵
53468,滿
53469,拉仔
53470,意麵
53471,鴨血糕
53472,"肉骨乾,"
53473,担仔麵
53474,滷蛋
53475,貢丸
53476,蝦
53477,湯頭
53478,"滷蛋,"
53479,担仔麵
53480,香氣
53481,滷味
53482,"價格,"
53483,担子麵
53484,肉燥
53485,蝦
53486,"味,"
53487,號碼牌
53488,小吃
53489,"魚丸,"
53490,抹茶
53491,"提拉米蘇,"
53492,抹茶
53493,奶油
53494,雞排
53495,"雞排,"
53496,時候
53497,宵夜
53498,時間
53499,友人
53500,"滷味,"
53501,"米糕,"
53502,nan
53503,困擾
53504,"豆花,"
53505,米糕
53506,米糕
53507,肉燥
53508,"米糕,"
53509,美食
53510,"心情,"
53511,抱抱捲
53512,單價
53513,食材
53514,"價位,"
53515,"古早味,"
53516,紅蔗
53517,排骨飯
53518,"嫩骨飯,"
53519,料
53520,半成品
53521,成品
53522,"桌,"
53523,"食材,"
53524,品項
53525,粉角
53526,口感
53527,綠豆汁
53528,薏仁
53529,綠豆
53530,口感
53531,層次
53532,"感受,"
53533,餐點
53534,"口味,"
53535,配料
53536,冰
53537,"冰,"
53538,吃食
53539,魚丸
53540,蝦丸
53541,脆丸
53542,貢丸
53543,魚餃
53544,燕餃
53545,肉餃
53546,"脆腸,"
53547,"份量,"
53548,"口味,"
53549,星
53550,小吃
53551,湯
53552,"星,"
53553,"聲量,"
53554,"狀況,"
53555,心情
53556,"菜,"
53557,nan
53558,nan
53559,虱目魚
53560,小吃
53561,低山費
53562,銅板價
53563,"朋友,"
53564,鱔魚
53565,"意麵,"
53566,"星,"
53567,nan
53568,熟成
53569,"肉,"
53570,"評論,"
53571,擔仔麵
53572,花生
53573,豬腳
53574,"香腸,"
53575,黃金
53576,"產品,"
53577,"餐點,"
53578,"燒肉飯,"
53579,nan
53580,"餐點,"
53581,香菇
53582,肉燥飯
53583,"魚丸湯,"
53584,nan
53585,"人生,"
53586,手藝
53587,代
53588,水準
53589,"心態,"
53590,"口味,"
53591,"客人,"
53592,"炸豬排,"
53593,料
53594,"原味,"
53595,浮
53596,水魚
53597,"羹,"
53598,星號
53599,項目
53600,"選項,"
53601,性價比
53602,"口味,"
53603,"性,"
53604,"人,"
53605,人
53606,糖
53607,冬瓜
53608,"茶,"
53609,杏仁茶
53610,胃
53611,位子
53612,"燒餅,"
53613,甜
53614,肉羹
53615,朋友
53616,肉羹
53617,"味道,"
53618,"味道,"
53619,"味道,"
53620,"古早味,"
53621,nan
53622,記憶
53623,"味道,"
53624,"美味,"
53625,鱔魚
53626,意麵
53627,料
53628,味
53629,鱔魚
53630,"脆度,"
53631,商品
53632,用料
53633,"衛生,"
53634,學生
53635,時代
53636,古早味
53637,杏仁
53638,"冰,"
53639,小吃
53640,特色
53641,白菜
53642,量
53643,"紫菜湯,"
53644,蝦捲
53645,蝦捲
53646,"美食,"
53647,庶民
53648,早午餐
53649,古蹟
53650,觀光客
53651,"地方,"
53652,國民
53653,"美食,"
53654,特色
53655,"餐點,"
53656,茶
53657,"紅茶,"
53658,老字號
53659,"肉粽,"
53660,地
53661,冰品
53662,種類
53663,"果汁,"
53664,"名產,"
53665,府城人
53666,最愛
53667,經濟
53668,"美味,"
53669, 碗粿
53670,"魚羹 ,"
53671,nan
53672,店貓
53673,貓咪
53674,讚
53675,蝦仁
53676,"肉圓,"
53677,店鋪
53678,空間
53679,餐點
53680,"牛肉,"
53681,特色
53682,冬瓜
53683,"茶,"
53684,創意
53685,包子
53686,"包子,"
53687,特色
53688,"雞排,"
53689,厚實型
53690,"蛋捲,"
53691,草莓
53692,"栗子派,"
53693,冷氣
53694,"辣椒醬,"
53695,"棺材板,"
53696,"筷子,"
53697,蛋糕
53698,麵包
53699,甜點
53700,商品
53701,人
53702,"選擇,"
53703,食物
53704,"特色,"
53705,"點心,"
53706,商品
53707,調味料
53708,零食
53709,酒類
53710,食物
53711,朋友
53712,"地方,"
53713,小卷
53714,米粉
53715,小卷湯
53716,米粉
53717,口感
53718,米苔目
53719,"米苔目,"
53720,古早味
53721,"大冬瓜,"
53722,人情味
53723,"餐點,"
53724,"菜色,"
53725,涼糕
53726,冬瓜
53727,蝦米
53728,肉餅
53729,"餅,"
53730,店家
53731,大骨湯
53732,"碗,"
53733,店家
53734,"刨冰,"
53735,店家
53736,肉質
53737,"湯頭,"
53738,"店家,"
53739,店家
53740,豬血湯
53741,"古早味,"
53742,店家
53743,食物
53744,媽媽
53745,"生日,"
53746,店家
53747,食物
53748,"滋味,"
53749,店家
53750,蚵仔
53751,藝術
53752,過程
53753,食材
53754,團體戰
53755,最大值
53756,"風味,"
53757,店家
53758,醬油
53759,"本體,"
53760,店家
53761,"虱目魚粥,"
53762,"店家,"
53763,店家
53764,態度
53765,價格
53766,香菇
53767,明太子
53768,豬肉
53769,"玉米筍,"
53770,店家
53771,麵包
53772,嚼勁
53773,蔬菜
53774,蕃薯
53775,"位置,"
53776,店家
53777,咖啡色
53778,飲料
53779,"啤酒,"
53780,店家
53781,佐料
53782,白醋
53783,香油
53784,醬油
53785,來頭
53786,平價
53787,醬料
53788,"誠意,"
53789,店家
53790,"胡椒,"
53791,店家
53792,肉燥飯
53793,魚肚
53794,魚丸湯
53795,招牌
53796,筍絲
53797,"炒蛋,"
53798,店家
53799,食材
53800,整體
53801,蔬食
53802,熟食
53803,"甜點,"
53804,店家
53805,杏仁粿
53806,"地方,"
53807,店家
53808,櫻桃
53809,"粉紅色,"
53810,店家
53811,產品
53812,"泡菜,"
53813,店家
53814,"肉圓,"
53815,店家
53816,佛心
53817,小錢
53818,甜湯
53819,包滿
53820,小便宜
53821,者
53822,"長輩,"
53823,店家
53824,振興券
53825,"口味,"
53826,店家
53827,魚丸
53828,"正方體,"
53829,店家
53830,活動
53831,虱目魚
53832,原價
53833,特價
53834,料
53835,"份量,"
53836,店家
53837,"辣醬,"
53838,店家
53839,餐點
53840,選擇
53841,小卷
53842,米粉
53843,小卷湯
53844,"小卷蛋,"
53845,店家
53846,冰塊
53847,冰塊
53848,家人
53849,飯
53850,"甜點,"
53851,店家
53852,小籠包
53853,籠子
53854,抹布
53855,墊紙
53856,籠
53857,"布,"
53858,店家
53859,排單
53860,月
53861,"煎餅,"
53862,店家
53863,位置
53864,騎樓
53865,檸檬
53866,豆花
53867,糖水
53868,檸檬汁
53869,口感
53870,"豆花,"
53871,店家
53872,米粉
53873,"小吃,"
53874,店家
53875,"粉粿,"
53876,店家
53877,米酒
53878,"牛肉湯,"
53879,店家
53880,紅色
53881,辣粉
53882,"咖哩飯,"
53883,店家
53884,手工
53885,蛋糕
53886,鹹派
53887,檸檬塔
53888,無花果
53889,"口味,"
53890,店家
53891,"用料,"
53892,店家
53893,口味
53894,樣式
53895,"甜度,"
53896,店家
53897,"東西,"
53898,店家
53899,生意
53900,"口味,"
53901,店家
53902,現址
53903,冬粉
53904,肉包
53905,"招牌,"
53906,店家
53907,朋友
53908,商品
53909,波蘿
53910,綠豆碰
53911,蛋黃酥
53912,"願望,"
53913,店家
53914,人
53915,"牛肉湯,"
53916,店員
